full_name,ref_name,degree,cell_class
FE_DBTC60_ex_stage_i_n_12975,INV_X4,2,stdcell
FE_DBTC59_ex_stage_i_n_846,INV_X2,2,stdcell
FE_DBTC58_ex_stage_i_n_847,INV_X2,2,stdcell
FE_DBTC57_ex_stage_i_n_2574,INV_X4,2,stdcell
FE_DBTC56_ex_stage_i_n_977,INV_X1,2,stdcell
FE_DBTC55_n_24934,INV_X1,2,stdcell
FE_DBTC54_flush_ctrl_id,INV_X1,2,stdcell
FE_DBTC53_ex_stage_i_n_5722,INV_X1,2,stdcell
FE_DBTC52_ex_stage_i_n_5742,INV_X1,2,stdcell
FE_DBTC51_ex_stage_i_n_13156,INV_X4,2,stdcell
FE_DBTC50_flush_ctrl_if,INV_X1,2,stdcell
FE_DBTC49_id_stage_i_n_21,INV_X1,2,stdcell
FE_DBTC48_issue_stage_i_i_scoreboard_n_4,INV_X1,2,stdcell
FE_DBTC47_issue_stage_i_i_scoreboard_n_16,INV_X1,2,stdcell
FE_DBTC46_issue_stage_i_i_scoreboard_n_1150,INV_X1,2,stdcell
FE_DBTC45_issue_stage_i_i_scoreboard_n_6856,INV_X1,2,stdcell
FE_DBTC44_issue_stage_i_i_scoreboard_n_8879,INV_X2,2,stdcell
FE_DBTC43_n_29069,INV_X1,2,stdcell
FE_DBTC42_n_29082,INV_X1,2,stdcell
FE_DBTC41_n_29078,INV_X1,2,stdcell
FE_DBTC40_n_29080,INV_X1,2,stdcell
FE_DBTC39_n_29075,INV_X1,2,stdcell
FE_DBTC38_n_29070,INV_X1,2,stdcell
FE_DBTC37_n_29073,INV_X1,2,stdcell
FE_DBTC36_n_29067,INV_X1,2,stdcell
FE_DBTC35_n_29071,INV_X1,2,stdcell
FE_DBTC34_n_29074,INV_X1,2,stdcell
FE_DBTC33_n_29081,INV_X1,2,stdcell
FE_DBTC32_n_29077,INV_X1,2,stdcell
FE_DBTC31_n_545,INV_X2,2,stdcell
FE_DBTC30_n_556,INV_X2,2,stdcell
FE_DBTC29_n_563,INV_X2,2,stdcell
FE_DBTC28_n_571,INV_X4,2,stdcell
FE_DBTC27_n_18520,INV_X1,2,stdcell
FE_DBTC26_n_18411,INV_X1,2,stdcell
FE_DBTC25_n_18422,INV_X2,2,stdcell
FE_DBTC24_n_18397,INV_X1,2,stdcell
FE_DBTC23_n_18453,INV_X1,2,stdcell
FE_DBTC22_n_18506,INV_X1,2,stdcell
FE_DBTC21_n_24752,INV_X1,2,stdcell
FE_DBTC20_n_18430,INV_X1,2,stdcell
FE_DBTC19_n_18368,INV_X1,2,stdcell
FE_DBTC18_n_18508,INV_X2,2,stdcell
FE_DBTC17_n_18468,INV_X1,2,stdcell
FE_DBTC16_n_18389,INV_X2,2,stdcell
FE_DBTC15_n_18434,INV_X1,2,stdcell
FE_DBTC14_n_28959,INV_X1,2,stdcell
FE_DBTC13_n_18491,INV_X2,2,stdcell
FE_DBTC12_n_10510,INV_X1,2,stdcell
FE_DBTC11_n_18415,INV_X1,2,stdcell
FE_DBTC10_n_18465,INV_X2,2,stdcell
FE_DBTC9_n_18370,INV_X2,2,stdcell
FE_DBTC8_n_18374,INV_X1,2,stdcell
FE_DBTC7_n_18386,INV_X2,2,stdcell
FE_DBTC6_n_18393,INV_X1,2,stdcell
FE_DBTC5_n_18440,INV_X2,2,stdcell
FE_DBTC4_n_18449,INV_X2,2,stdcell
FE_DBTC3_n_29006,INV_X2,2,stdcell
FE_DBTC2_n_18518,INV_X2,2,stdcell
FE_DBTC1_n_28898,INV_X2,2,stdcell
FE_DBTC0_n_25719,INV_X1,2,stdcell
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_0__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_1__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_2__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_0__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_2,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__data_sram_genblk1_1__i_ram_macro_mem_3,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__tag_sram_genblk1_0__i_ram_macro_mem_0,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__tag_sram_genblk1_0__i_ram_macro_mem_1,fakeram45_256x16,44,macro
i_cache_subsystem_i_icache_sram_block_3__tag_sram_genblk1_0__i_ram_macro_mem_2,fakeram45_256x16,42,macro
g1252,INV_X4,2,stdcell
g1251,INV_X4,2,stdcell
g1250,INV_X4,2,stdcell
g1247,INV_X4,2,stdcell
g1249,INV_X4,2,stdcell
g1248,INV_X4,2,stdcell
g1244,INV_X1,2,stdcell
g1246,INV_X4,2,stdcell
g1253,INV_X4,2,stdcell
g1254,INV_X4,2,stdcell
g1257,INV_X4,2,stdcell
g1258,INV_X4,2,stdcell
g1259,INV_X4,2,stdcell
g1260,INV_X4,2,stdcell
g1261,INV_X4,2,stdcell
g1265,INV_X4,2,stdcell
g1264,INV_X4,2,stdcell
g1263,INV_X4,2,stdcell
g1267,INV_X4,2,stdcell
g1266,INV_X4,2,stdcell
g1268,INV_X4,2,stdcell
g1269,INV_X4,2,stdcell
g1270,INV_X4,2,stdcell
g1271,INV_X4,2,stdcell
g1272,INV_X4,2,stdcell
g1273,INV_X4,2,stdcell
g1274,INV_X4,2,stdcell
g1275,INV_X4,2,stdcell
g1276,INV_X4,2,stdcell
g1277,INV_X4,2,stdcell
g1280,INV_X4,2,stdcell
g1281,INV_X4,2,stdcell
g1282,INV_X4,2,stdcell
g1283,INV_X4,2,stdcell
g1285,INV_X4,2,stdcell
g1286,INV_X4,2,stdcell
g1289,INV_X4,2,stdcell
g1290,INV_X4,2,stdcell
g1292,INV_X4,2,stdcell
g1293,INV_X4,2,stdcell
g1297,INV_X4,2,stdcell
g1299,INV_X4,2,stdcell
g1298,INV_X4,2,stdcell
g1262,INV_X4,2,stdcell
g1296,INV_X4,2,stdcell
g1294,INV_X4,2,stdcell
g1295,INV_X4,2,stdcell
g1301,INV_X4,2,stdcell
g1302,INV_X4,2,stdcell
g1304,INV_X4,2,stdcell
g1305,INV_X4,2,stdcell
g1306,INV_X4,2,stdcell
g1307,INV_X4,2,stdcell
g1309,INV_X1,2,stdcell
g1243,INV_X1,2,stdcell
g1314,INV_X4,2,stdcell
g1315,INV_X4,2,stdcell
g1313,INV_X1,2,stdcell
g1321,INV_X1,2,stdcell
g1381,INV_X1,2,stdcell
g1335,INV_X1,2,stdcell
g1388,INV_X1,2,stdcell
g1382,INV_X1,2,stdcell
g1373,INV_X1,2,stdcell
g1383,INV_X1,2,stdcell
g1384,INV_X1,2,stdcell
g1371,INV_X1,2,stdcell
g1385,INV_X1,2,stdcell
g1327,INV_X1,2,stdcell
g1367,INV_X1,2,stdcell
g1316,INV_X2,2,stdcell
g1326,INV_X1,2,stdcell
g1334,INV_X1,2,stdcell
g1333,INV_X1,2,stdcell
g1369,INV_X1,2,stdcell
g1390,INV_X1,2,stdcell
g1366,INV_X1,2,stdcell
g1340,INV_X1,2,stdcell
g1328,INV_X1,2,stdcell
g1329,INV_X1,2,stdcell
g1330,INV_X1,2,stdcell
g1391,INV_X1,2,stdcell
g1332,INV_X1,2,stdcell
g1331,INV_X1,2,stdcell
g1336,INV_X1,2,stdcell
g1341,INV_X1,2,stdcell
g1344,INV_X1,2,stdcell
g1339,INV_X1,2,stdcell
g1347,INV_X1,2,stdcell
g1362,INV_X1,2,stdcell
g1350,INV_X1,2,stdcell
g1343,INV_X1,2,stdcell
g1351,INV_X1,2,stdcell
g1353,INV_X1,2,stdcell
g1354,INV_X1,2,stdcell
g1348,INV_X1,2,stdcell
g1345,INV_X1,2,stdcell
g1386,INV_X1,2,stdcell
g1355,INV_X1,2,stdcell
g1346,INV_X1,2,stdcell
g1356,INV_X1,2,stdcell
g1357,INV_X1,2,stdcell
g1349,INV_X1,2,stdcell
g1358,INV_X1,2,stdcell
g1342,INV_X1,2,stdcell
g1359,INV_X1,2,stdcell
g1352,INV_X1,2,stdcell
g1360,INV_X1,2,stdcell
g1364,INV_X1,2,stdcell
g1361,INV_X1,2,stdcell
g1365,INV_X1,2,stdcell
g1387,INV_X1,2,stdcell
g1338,INV_X1,2,stdcell
g1374,INV_X1,2,stdcell
g1380,INV_X1,2,stdcell
g1379,INV_X1,2,stdcell
g1377,INV_X1,2,stdcell
g1368,INV_X1,2,stdcell
g1375,INV_X1,2,stdcell
g1370,INV_X1,2,stdcell
g1372,INV_X1,2,stdcell
g1378,INV_X1,2,stdcell
g1337,INV_X1,2,stdcell
g1376,INV_X1,2,stdcell
g1389,INV_X1,2,stdcell
g1211,AND2_X1,3,stdcell
g1213,AOI21_X1,4,stdcell
g1214,OR2_X1,3,stdcell
g1215,OR2_X2,3,stdcell
i_frontend_addr_1__2__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__3__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__12__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__13__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__14__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__15__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__16__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__17__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__18__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__19__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__20__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__21__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__22__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__23__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__24__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__25__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__26__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__27__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__28__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__29__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__30__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__31__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__32__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__33__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__34__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__35__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__36__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__37__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__38__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__39__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__40__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__41__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__42__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__43__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__44__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__45__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__46__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__47__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__48__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__49__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__50__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__51__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__52__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__53__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__54__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__55__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__56__reg,DFFR_X1,5,stdcell
i_frontend_addr_1__59__reg,DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[18],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[19],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[20],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[22],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[23],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[24],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[26],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[27],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[28],DFFR_X1,5,stdcell
i_frontend_icache_data_q_reg[30],DFFR_X1,5,stdcell
g8647,OAI21_X1,4,stdcell
g8648,OAI21_X1,4,stdcell
g8649,OAI21_X1,4,stdcell
g8650,NAND2_X1,3,stdcell
g8651,NOR2_X1,3,stdcell
g8652,NOR2_X1,3,stdcell
g8654,NAND4_X1,5,stdcell
g8655,NAND4_X1,5,stdcell
g8656,NAND4_X1,5,stdcell
g8657,AOI22_X1,5,stdcell
g8658,AOI22_X1,5,stdcell
g8659,AND2_X1,3,stdcell
g8660,AND2_X1,3,stdcell
g8661,AND2_X1,3,stdcell
g8662,AND2_X1,3,stdcell
g8663,AND2_X4,3,stdcell
g8677,NAND4_X1,5,stdcell
g8678,NAND4_X1,5,stdcell
g8679,NAND4_X1,5,stdcell
g8680,NAND4_X1,5,stdcell
g8681,NAND4_X1,5,stdcell
g8682,NAND4_X1,5,stdcell
g8683,NAND4_X1,5,stdcell
g8684,NAND4_X1,5,stdcell
g8685,NAND4_X1,5,stdcell
g8686,NAND4_X1,5,stdcell
g8687,AOI221_X1,6,stdcell
g8688,AOI221_X1,6,stdcell
g8689,AOI221_X1,6,stdcell
g8690,AOI221_X1,6,stdcell
g8691,AOI221_X1,6,stdcell
g8692,AOI221_X1,6,stdcell
g8693,AOI221_X1,6,stdcell
g8694,AOI221_X1,6,stdcell
g8695,AOI221_X1,6,stdcell
g8696,AOI221_X1,6,stdcell
g8697,AND4_X1,5,stdcell
g8698,AND4_X1,5,stdcell
g8699,AND4_X1,5,stdcell
g8700,AND4_X1,5,stdcell
g8701,AND4_X1,5,stdcell
g8702,AND4_X1,5,stdcell
g8703,AND4_X1,5,stdcell
g8704,AND4_X1,5,stdcell
g8705,AND4_X1,5,stdcell
g8706,AND4_X1,5,stdcell
g8707,INV_X1,2,stdcell
g8708,INV_X1,2,stdcell
g8709,INV_X1,2,stdcell
g8710,INV_X1,2,stdcell
g8711,INV_X1,2,stdcell
g8712,AOI22_X1,5,stdcell
g8713,AOI22_X1,5,stdcell
g8714,AOI22_X1,5,stdcell
g8715,AOI22_X1,5,stdcell
g8716,AOI22_X1,5,stdcell
g8717,INV_X1,2,stdcell
g8718,INV_X1,2,stdcell
g8719,INV_X1,2,stdcell
g8720,INV_X1,2,stdcell
g8721,INV_X1,2,stdcell
g8722,AOI22_X1,5,stdcell
g8723,AOI22_X1,5,stdcell
g8724,AOI22_X1,5,stdcell
g8725,AOI22_X1,5,stdcell
g8726,AOI22_X1,5,stdcell
g8727,AOI22_X1,5,stdcell
g8728,AOI22_X1,5,stdcell
g8729,AOI22_X1,5,stdcell
g8730,AOI22_X1,5,stdcell
g8731,AOI22_X1,5,stdcell
g8732,AOI22_X1,5,stdcell
g8733,AOI22_X1,5,stdcell
g8734,AOI22_X1,5,stdcell
g8735,AOI22_X1,5,stdcell
g8736,AOI22_X1,5,stdcell
g8737,AOI22_X1,5,stdcell
g8738,AOI22_X1,5,stdcell
g8739,AOI22_X1,5,stdcell
g8740,AOI22_X1,5,stdcell
g8741,AOI22_X1,5,stdcell
g8742,AOI22_X1,5,stdcell
g8743,AOI22_X1,5,stdcell
g8744,AOI22_X1,5,stdcell
g8745,AOI22_X1,5,stdcell
g8746,AOI22_X1,5,stdcell
g8747,AOI22_X1,5,stdcell
g8748,AOI22_X1,5,stdcell
g8749,AOI22_X1,5,stdcell
g8750,AOI22_X1,5,stdcell
g8751,AOI22_X1,5,stdcell
g8752,AOI22_X1,5,stdcell
g8753,AOI22_X1,5,stdcell
g8754,AOI22_X1,5,stdcell
g8755,AOI22_X1,5,stdcell
g8756,AOI22_X1,5,stdcell
g8757,AOI22_X1,5,stdcell
g8758,AOI22_X1,5,stdcell
g8759,AOI22_X1,5,stdcell
g8760,AOI22_X1,5,stdcell
g8761,AOI22_X1,5,stdcell
g8762,AOI22_X1,5,stdcell
g8763,AOI22_X1,5,stdcell
g8764,AOI22_X1,5,stdcell
g8765,AOI22_X1,5,stdcell
g8766,AOI22_X1,5,stdcell
g8767,AOI22_X1,5,stdcell
g8768,AOI22_X1,5,stdcell
g8769,AOI22_X1,5,stdcell
g8770,AOI22_X1,5,stdcell
g8771,AOI22_X1,5,stdcell
g8772,AOI22_X1,5,stdcell
g8773,AOI22_X1,5,stdcell
g8774,AOI22_X1,5,stdcell
g8775,AOI22_X1,5,stdcell
g8776,AOI22_X1,5,stdcell
g8777,AOI22_X1,5,stdcell
g8778,AOI22_X1,5,stdcell
g8779,AOI22_X1,5,stdcell
g8780,AOI22_X1,5,stdcell
g8781,AOI22_X1,5,stdcell
g8782,AOI22_X1,5,stdcell
g8783,AOI22_X1,5,stdcell
g8784,AOI22_X1,5,stdcell
g8785,AOI22_X1,5,stdcell
g8786,AOI22_X1,5,stdcell
g8789,NOR2_X1,3,stdcell
g8790,NAND2_X1,3,stdcell
g8793,NAND2_X1,3,stdcell
g8794,NAND2_X1,3,stdcell
g8801,NOR2_X1,3,stdcell
g8802,NAND2_X1,3,stdcell
g8803,NOR2_X1,3,stdcell
g8804,NAND2_X1,3,stdcell
g8805,NAND2_X1,3,stdcell
g8806,NOR2_X1,3,stdcell
g8815,NAND2_X1,3,stdcell
g8816,NAND2_X1,3,stdcell
g8817,NAND2_X1,3,stdcell
g8818,NAND2_X1,3,stdcell
g8819,NAND2_X1,3,stdcell
g8820,NAND2_X1,3,stdcell
g8822,NAND4_X1,5,stdcell
g8828,OR4_X2,5,stdcell
g8829,OR4_X2,5,stdcell
g8830,OR4_X2,5,stdcell
g8831,OAI211_X1,5,stdcell
g8832,OR3_X1,4,stdcell
g8833,NAND4_X1,5,stdcell
g8834,OR4_X2,5,stdcell
g8835,NOR4_X1,5,stdcell
g8836,NAND4_X1,5,stdcell
g8837,NAND4_X1,5,stdcell
g8838,OAI211_X1,5,stdcell
g8839,NAND4_X1,5,stdcell
g8840,NAND4_X1,5,stdcell
g8841,NOR4_X1,5,stdcell
