full_name,ref_name,degree,cell_class
g57864,AND2_X1,3,stdcell
g57865,AND2_X1,3,stdcell
g57866,AND2_X1,3,stdcell
g57867,AND2_X1,3,stdcell
g57868,AND2_X1,3,stdcell
g57869,AND2_X1,3,stdcell
g57870,AND2_X1,3,stdcell
g57871,AND2_X1,3,stdcell
g57872,AND2_X1,3,stdcell
g57873,AND2_X1,3,stdcell
g57874,AND2_X1,3,stdcell
g57875,AND2_X1,3,stdcell
g57876,AND2_X1,3,stdcell
g57877,AND2_X1,3,stdcell
g57878,AND2_X1,3,stdcell
g57879,AND2_X1,3,stdcell
g57880,AND2_X1,3,stdcell
g57881,AND2_X1,3,stdcell
g57882,AND2_X1,3,stdcell
g57883,AND2_X1,3,stdcell
g57884,AND2_X1,3,stdcell
g57885,AND2_X1,3,stdcell
g57886,AND2_X1,3,stdcell
g57887,AND2_X1,3,stdcell
g57888,AND2_X1,3,stdcell
g57889,AND2_X1,3,stdcell
g57890,AND2_X1,3,stdcell
g57891,AND2_X1,3,stdcell
g57892,AND2_X1,3,stdcell
g57893,AND2_X1,3,stdcell
g57894,AND2_X1,3,stdcell
g57895,AND2_X1,3,stdcell
g57896,AND2_X1,3,stdcell
g57897,AND2_X1,3,stdcell
g57898,AND2_X1,3,stdcell
g57899,AND2_X1,3,stdcell
g57900,AND2_X1,3,stdcell
g57901,AND2_X1,3,stdcell
g57902,AND2_X1,3,stdcell
g57903,AND2_X1,3,stdcell
g57904,AND2_X1,3,stdcell
g57905,AND2_X1,3,stdcell
g57906,AND2_X1,3,stdcell
g57907,AND2_X1,3,stdcell
g57908,AND2_X1,3,stdcell
g57909,AND2_X1,3,stdcell
g57910,AND2_X1,3,stdcell
g57911,AND2_X1,3,stdcell
g57912,AND2_X1,3,stdcell
g57913,AND2_X1,3,stdcell
g57914,AND2_X1,3,stdcell
g57915,AND2_X1,3,stdcell
g57916,AND2_X1,3,stdcell
g57917,AND2_X1,3,stdcell
g57918,AND2_X1,3,stdcell
g57919,AND2_X1,3,stdcell
g57920,AND2_X1,3,stdcell
g57921,AND2_X1,3,stdcell
g57922,AND2_X1,3,stdcell
g57923,AND2_X1,3,stdcell
g57924,AND2_X1,3,stdcell
g57925,AND2_X1,3,stdcell
g57926,AND2_X1,3,stdcell
g57927,AND2_X1,3,stdcell
g57928,AND2_X1,3,stdcell
g57929,AND2_X1,3,stdcell
g57930,AND2_X1,3,stdcell
g57931,AND2_X1,3,stdcell
g57932,AND2_X1,3,stdcell
g57933,AND2_X1,3,stdcell
g57934,AND2_X1,3,stdcell
g57935,AND2_X1,3,stdcell
g57936,AND2_X1,3,stdcell
g57937,AND2_X1,3,stdcell
g57938,AND2_X1,3,stdcell
g57939,AND2_X1,3,stdcell
g57940,AND2_X1,3,stdcell
g57941,AND2_X1,3,stdcell
g57942,AND2_X1,3,stdcell
g57943,AND2_X1,3,stdcell
g57944,AND2_X1,3,stdcell
g57945,AND2_X1,3,stdcell
g57946,AND2_X1,3,stdcell
g57947,AND2_X1,3,stdcell
g57948,AND2_X1,3,stdcell
g57949,AND2_X1,3,stdcell
g57950,AND2_X1,3,stdcell
g57951,AND2_X1,3,stdcell
g57952,AND2_X1,3,stdcell
g57953,AND2_X1,3,stdcell
g57954,AND2_X1,3,stdcell
g57955,AND2_X1,3,stdcell
g57956,AND2_X1,3,stdcell
g57957,AND2_X1,3,stdcell
g57958,AND2_X1,3,stdcell
g57959,AND2_X1,3,stdcell
g57960,AND2_X1,3,stdcell
g57961,AND2_X1,3,stdcell
g57962,AND2_X1,3,stdcell
g57963,AND2_X1,3,stdcell
g57964,AND2_X1,3,stdcell
g57965,AND2_X1,3,stdcell
g57966,AND2_X1,3,stdcell
g57967,AND2_X1,3,stdcell
g57968,AND2_X1,3,stdcell
g57969,AND2_X1,3,stdcell
g57970,AND2_X1,3,stdcell
g57971,AND2_X1,3,stdcell
g57972,AND2_X1,3,stdcell
g57973,AND2_X1,3,stdcell
g57974,AND2_X1,3,stdcell
g57975,AND2_X1,3,stdcell
g57976,AND2_X1,3,stdcell
g57977,AND2_X1,3,stdcell
g57978,AND2_X1,3,stdcell
g57979,AND2_X1,3,stdcell
g57980,AND2_X1,3,stdcell
g57981,AND2_X1,3,stdcell
g57982,AND2_X1,3,stdcell
g57983,AND2_X1,3,stdcell
g57984,AND2_X1,3,stdcell
g57985,AND2_X1,3,stdcell
g57986,AND2_X1,3,stdcell
g57987,AND2_X1,3,stdcell
g57988,AND2_X1,3,stdcell
g57989,AND2_X1,3,stdcell
g57990,AND2_X1,3,stdcell
g57991,AND2_X1,3,stdcell
g57992,AND2_X1,3,stdcell
g57993,AND2_X1,3,stdcell
g57994,AND2_X1,3,stdcell
g57995,AND2_X1,3,stdcell
g57996,AND2_X1,3,stdcell
g57997,AND2_X1,3,stdcell
g57998,AND2_X1,3,stdcell
g57999,AND2_X1,3,stdcell
g58000,AND2_X1,3,stdcell
g58001,AND2_X1,3,stdcell
g58002,AND2_X1,3,stdcell
g58003,AND2_X1,3,stdcell
g58004,AND2_X1,3,stdcell
g58005,AND2_X1,3,stdcell
g58006,AND2_X1,3,stdcell
g58007,AND2_X1,3,stdcell
g58008,AND2_X1,3,stdcell
g58009,AND2_X1,3,stdcell
g58010,AND2_X1,3,stdcell
g58011,AND2_X1,3,stdcell
g58012,AND2_X1,3,stdcell
g58013,AND2_X1,3,stdcell
g58014,AND2_X1,3,stdcell
g58015,AND2_X1,3,stdcell
g58016,AND2_X1,3,stdcell
g58017,AND2_X1,3,stdcell
g58018,AND2_X1,3,stdcell
g58019,AND2_X1,3,stdcell
g58020,AND2_X1,3,stdcell
g58021,AND2_X1,3,stdcell
g58022,AND2_X1,3,stdcell
g58023,AND2_X1,3,stdcell
g58024,AND2_X1,3,stdcell
g58025,AND2_X1,3,stdcell
g58026,AND2_X1,3,stdcell
g58027,AND2_X1,3,stdcell
g58028,AND2_X1,3,stdcell
g58029,AND2_X1,3,stdcell
g58030,AND2_X1,3,stdcell
g58031,AND2_X1,3,stdcell
g58032,AND2_X1,3,stdcell
g58033,AND2_X1,3,stdcell
g58034,AND2_X1,3,stdcell
g58035,AND2_X1,3,stdcell
g58036,AND2_X1,3,stdcell
g58037,AND2_X1,3,stdcell
g58038,AND2_X1,3,stdcell
g58039,AND2_X1,3,stdcell
g58040,AND2_X1,3,stdcell
g58041,AND2_X1,3,stdcell
g58042,AND2_X1,3,stdcell
g58043,AND2_X1,3,stdcell
g58044,AND2_X1,3,stdcell
g58045,AND2_X1,3,stdcell
g58046,AND2_X1,3,stdcell
g58047,AND2_X1,3,stdcell
g58048,AND2_X1,3,stdcell
g58049,AND2_X1,3,stdcell
g58050,AND2_X1,3,stdcell
g58051,AND2_X1,3,stdcell
g58052,AND2_X1,3,stdcell
g58053,AND2_X1,3,stdcell
g58054,AND2_X1,3,stdcell
g58055,AND2_X1,3,stdcell
g58056,AND2_X1,3,stdcell
g58057,AND2_X1,3,stdcell
g58058,AND2_X1,3,stdcell
g58059,AND2_X1,3,stdcell
g58060,AND2_X1,3,stdcell
g58061,AND2_X1,3,stdcell
g58062,AND2_X1,3,stdcell
g58063,AND2_X1,3,stdcell
g58064,AND2_X1,3,stdcell
g58065,AND2_X1,3,stdcell
g58066,AND2_X1,3,stdcell
g58067,AND2_X1,3,stdcell
g58068,AND2_X1,3,stdcell
g58069,AND2_X1,3,stdcell
g58070,AND2_X1,3,stdcell
g58071,AND2_X1,3,stdcell
g58072,AND2_X1,3,stdcell
g58073,AND2_X1,3,stdcell
g58074,AND2_X1,3,stdcell
g58075,AND2_X1,3,stdcell
g58076,AND2_X1,3,stdcell
g58077,AND2_X1,3,stdcell
g58078,AND2_X1,3,stdcell
g58079,AND2_X1,3,stdcell
g58080,AND2_X1,3,stdcell
g58081,AND2_X1,3,stdcell
g58082,AND2_X1,3,stdcell
g58083,AND2_X1,3,stdcell
g58084,AND2_X1,3,stdcell
g58085,AND2_X1,3,stdcell
g58086,AND2_X1,3,stdcell
g58087,AND2_X1,3,stdcell
g58088,AND2_X1,3,stdcell
g58089,AND2_X1,3,stdcell
g58090,AND2_X1,3,stdcell
g58091,AND2_X1,3,stdcell
g58092,AND2_X1,3,stdcell
g58093,AND2_X1,3,stdcell
g58094,AND2_X1,3,stdcell
g58095,AND2_X1,3,stdcell
g58096,AND2_X1,3,stdcell
g58097,AND2_X1,3,stdcell
g58098,AND2_X1,3,stdcell
g58099,AND2_X1,3,stdcell
g58100,AND2_X1,3,stdcell
g58101,AND2_X1,3,stdcell
g58102,AND2_X1,3,stdcell
g58103,AND2_X1,3,stdcell
g58104,AND2_X1,3,stdcell
g58105,AND2_X1,3,stdcell
g58106,AND2_X1,3,stdcell
g58107,AND2_X1,3,stdcell
g58108,AND2_X1,3,stdcell
g58109,AND2_X1,3,stdcell
g58110,AND2_X1,3,stdcell
g58111,AND2_X1,3,stdcell
g58112,AND2_X1,3,stdcell
g58113,AND2_X1,3,stdcell
g58114,AND2_X1,3,stdcell
g58115,AND2_X1,3,stdcell
g58116,AND2_X1,3,stdcell
g58117,AND2_X1,3,stdcell
g58118,AND2_X1,3,stdcell
g58119,AND2_X1,3,stdcell
g58120,AND2_X1,3,stdcell
g58121,AND2_X1,3,stdcell
g58122,AND2_X1,3,stdcell
g58123,AND2_X1,3,stdcell
g58124,AND2_X1,3,stdcell
g58125,AND2_X1,3,stdcell
g58126,AND2_X1,3,stdcell
g58127,AND2_X1,3,stdcell
g58128,AND2_X1,3,stdcell
g58129,AND2_X1,3,stdcell
g58130,AND2_X1,3,stdcell
g58131,AND2_X1,3,stdcell
g58132,AND2_X1,3,stdcell
g58133,AND2_X1,3,stdcell
g58134,AND2_X1,3,stdcell
g58135,AND2_X1,3,stdcell
g58136,AND2_X1,3,stdcell
g58137,AND2_X1,3,stdcell
g58138,AND2_X1,3,stdcell
g58139,AND2_X1,3,stdcell
g58140,AND2_X1,3,stdcell
g58141,AND2_X1,3,stdcell
g58142,AND2_X1,3,stdcell
g58143,AND2_X1,3,stdcell
g58144,AND2_X1,3,stdcell
g58145,AND2_X1,3,stdcell
g58146,AND2_X1,3,stdcell
g58147,AND2_X1,3,stdcell
g58148,AND2_X1,3,stdcell
g58149,AND2_X1,3,stdcell
g58150,AND2_X1,3,stdcell
g58151,AND2_X1,3,stdcell
g58152,AND2_X1,3,stdcell
g58153,AND2_X1,3,stdcell
g58154,AND2_X1,3,stdcell
g58155,AND2_X1,3,stdcell
g58156,AND2_X1,3,stdcell
g58157,AND2_X1,3,stdcell
g58158,AND2_X1,3,stdcell
g58159,AND2_X1,3,stdcell
g58160,AND2_X1,3,stdcell
g58161,AND2_X1,3,stdcell
g58162,AND2_X1,3,stdcell
g58163,AND2_X1,3,stdcell
g58164,AND2_X1,3,stdcell
g58165,AND2_X1,3,stdcell
g58166,AND2_X1,3,stdcell
g58167,AND2_X1,3,stdcell
g58168,AND2_X1,3,stdcell
g58169,AND2_X1,3,stdcell
g58170,AND2_X1,3,stdcell
g58171,AND2_X1,3,stdcell
g58172,AND2_X1,3,stdcell
g58173,AND2_X1,3,stdcell
g58174,AND2_X1,3,stdcell
g58175,AND2_X1,3,stdcell
g58176,AND2_X1,3,stdcell
g58177,AND2_X1,3,stdcell
g58178,AND2_X1,3,stdcell
g58179,AND2_X1,3,stdcell
g58180,AND2_X1,3,stdcell
g58181,AND2_X1,3,stdcell
g58182,AND2_X1,3,stdcell
g58183,AND2_X1,3,stdcell
g58184,AND2_X1,3,stdcell
g58185,AND2_X1,3,stdcell
g58186,AND2_X1,3,stdcell
g58187,AND2_X1,3,stdcell
g58188,AND2_X1,3,stdcell
g58189,AND2_X1,3,stdcell
g58190,AND2_X1,3,stdcell
g58191,AND2_X1,3,stdcell
g58192,AND2_X1,3,stdcell
g58193,AND2_X1,3,stdcell
g58194,AND2_X1,3,stdcell
g58195,AND2_X1,3,stdcell
g58196,AND2_X1,3,stdcell
g58197,AND2_X1,3,stdcell
g58198,AND2_X1,3,stdcell
g58199,AND2_X1,3,stdcell
g58200,AND2_X1,3,stdcell
g58201,AND2_X1,3,stdcell
g58202,AND2_X1,3,stdcell
g58203,AND2_X1,3,stdcell
g58204,AND2_X1,3,stdcell
g58205,AND2_X1,3,stdcell
g58206,AND2_X1,3,stdcell
g58207,AND2_X1,3,stdcell
g58208,AND2_X1,3,stdcell
g58209,AND2_X1,3,stdcell
g58210,AND2_X1,3,stdcell
g58211,AND2_X1,3,stdcell
g58212,AND2_X1,3,stdcell
g58213,AND2_X1,3,stdcell
g58214,AND2_X1,3,stdcell
g58215,AND2_X1,3,stdcell
g58216,AND2_X1,3,stdcell
g58217,AND2_X1,3,stdcell
g58218,AND2_X1,3,stdcell
g58219,AND2_X1,3,stdcell
g58220,AND2_X1,3,stdcell
g58221,AND2_X1,3,stdcell
g58222,AND2_X1,3,stdcell
g58223,AND2_X1,3,stdcell
g58224,AND2_X1,3,stdcell
g58225,AND2_X1,3,stdcell
g58226,AND2_X1,3,stdcell
g58227,AND2_X1,3,stdcell
g58228,AND2_X1,3,stdcell
g58229,AND2_X1,3,stdcell
g58230,AND2_X1,3,stdcell
g58231,AND2_X1,3,stdcell
g58232,AND2_X1,3,stdcell
g58233,AND2_X1,3,stdcell
g58234,AND2_X1,3,stdcell
g58235,AND2_X1,3,stdcell
g58236,AND2_X1,3,stdcell
g58237,AND2_X1,3,stdcell
g58238,AND2_X1,3,stdcell
g58239,AND2_X1,3,stdcell
g58240,AND2_X1,3,stdcell
g58241,AND2_X1,3,stdcell
g58242,AND2_X1,3,stdcell
g58243,AND2_X1,3,stdcell
g58244,AND2_X1,3,stdcell
g58245,AND2_X1,3,stdcell
g58246,AND2_X1,3,stdcell
g58247,AND2_X1,3,stdcell
g58248,AND2_X1,3,stdcell
g58249,AND2_X1,3,stdcell
g58250,AND2_X1,3,stdcell
g58251,AND2_X1,3,stdcell
g58252,AND2_X1,3,stdcell
g58253,AND2_X1,3,stdcell
g58254,AND2_X1,3,stdcell
g58255,AND2_X1,3,stdcell
g58256,AND2_X1,3,stdcell
g58257,AND2_X1,3,stdcell
g58258,AND2_X1,3,stdcell
g58259,AND2_X1,3,stdcell
g58260,AND2_X1,3,stdcell
g58261,AND2_X1,3,stdcell
g58262,AND2_X1,3,stdcell
g58263,AND2_X1,3,stdcell
g58264,AND2_X1,3,stdcell
g58265,AND2_X1,3,stdcell
g58266,AND2_X1,3,stdcell
g58267,AND2_X1,3,stdcell
g58268,AND2_X1,3,stdcell
g58269,AND2_X1,3,stdcell
g58270,AND2_X1,3,stdcell
g58271,AND2_X1,3,stdcell
g58272,AND2_X1,3,stdcell
g58273,AND2_X1,3,stdcell
g58274,AND2_X1,3,stdcell
g58275,AND2_X1,3,stdcell
g58276,AND2_X1,3,stdcell
g58277,AND2_X1,3,stdcell
g58278,AND2_X1,3,stdcell
g58279,AND2_X1,3,stdcell
g58280,AND2_X1,3,stdcell
g58281,AND2_X1,3,stdcell
g58282,AND2_X1,3,stdcell
g58283,AND2_X1,3,stdcell
g58284,AND2_X1,3,stdcell
g58285,AND2_X1,3,stdcell
g58286,AND2_X1,3,stdcell
g58287,AND2_X1,3,stdcell
g58288,AND2_X1,3,stdcell
g58289,AND2_X1,3,stdcell
g58290,AND2_X1,3,stdcell
g58291,AND2_X1,3,stdcell
g58292,AND2_X1,3,stdcell
g58293,AND2_X1,3,stdcell
g58294,AND2_X1,3,stdcell
g58295,AND2_X1,3,stdcell
g58296,AND2_X1,3,stdcell
g58297,AND2_X1,3,stdcell
g58298,AND2_X1,3,stdcell
g58299,AND2_X1,3,stdcell
g58300,AND2_X1,3,stdcell
g58301,AND2_X1,3,stdcell
g58302,AND2_X1,3,stdcell
g58303,AND2_X1,3,stdcell
g58304,AND2_X1,3,stdcell
g58305,AND2_X1,3,stdcell
g58306,AND2_X1,3,stdcell
g58307,AND2_X1,3,stdcell
g58308,AND2_X1,3,stdcell
g58309,AND2_X1,3,stdcell
g58310,AND2_X1,3,stdcell
g58311,AND2_X1,3,stdcell
g58312,AND2_X1,3,stdcell
g58313,AND2_X1,3,stdcell
g58314,AND2_X1,3,stdcell
g58315,AND2_X1,3,stdcell
g58316,AND2_X1,3,stdcell
g58317,AND2_X1,3,stdcell
g58318,AND2_X1,3,stdcell
g58319,AND2_X1,3,stdcell
g58320,AND2_X1,3,stdcell
g58321,AND2_X1,3,stdcell
g58322,AND2_X1,3,stdcell
g58323,AND2_X1,3,stdcell
g58324,AND2_X1,3,stdcell
g58325,AND2_X1,3,stdcell
g58326,AND2_X1,3,stdcell
g58327,AND2_X1,3,stdcell
g58328,AND2_X1,3,stdcell
g58329,AND2_X1,3,stdcell
g58330,AND2_X1,3,stdcell
g58331,AND2_X1,3,stdcell
g58332,AND2_X1,3,stdcell
g58333,AND2_X1,3,stdcell
g58334,AND2_X1,3,stdcell
g58335,AND2_X1,3,stdcell
g58336,AND2_X1,3,stdcell
g58337,AND2_X1,3,stdcell
g58338,AND2_X1,3,stdcell
g58339,AND2_X1,3,stdcell
g58340,AND2_X1,3,stdcell
g58341,AND2_X1,3,stdcell
g58342,AND2_X1,3,stdcell
g58343,AND2_X1,3,stdcell
g58344,AND2_X1,3,stdcell
g58345,AND2_X1,3,stdcell
g58346,AND2_X1,3,stdcell
g58347,AND2_X1,3,stdcell
g58348,AND2_X1,3,stdcell
g58349,AND2_X1,3,stdcell
g58350,AND2_X1,3,stdcell
g58351,AND2_X1,3,stdcell
g58352,AND2_X1,3,stdcell
g58353,AND2_X1,3,stdcell
g58354,AND2_X1,3,stdcell
g58355,AND2_X1,3,stdcell
g58356,AND2_X1,3,stdcell
g58357,AND2_X1,3,stdcell
g58358,AND2_X1,3,stdcell
g58359,AND2_X1,3,stdcell
g58360,AND2_X1,3,stdcell
g58361,AND2_X1,3,stdcell
g58362,AND2_X1,3,stdcell
g58363,AND2_X1,3,stdcell
g58364,AND2_X1,3,stdcell
g58365,AND2_X1,3,stdcell
g58366,AND2_X1,3,stdcell
g58367,AND2_X1,3,stdcell
g58368,AND2_X1,3,stdcell
g58369,AND2_X1,3,stdcell
g58370,AND2_X1,3,stdcell
g58371,AND2_X1,3,stdcell
g58372,AND2_X1,3,stdcell
g58373,AND2_X1,3,stdcell
g58374,AND2_X1,3,stdcell
g58375,AND2_X1,3,stdcell
g58376,AND2_X1,3,stdcell
g58377,AND2_X1,3,stdcell
g58378,AND2_X1,3,stdcell
g58379,AND2_X1,3,stdcell
g58380,AND2_X1,3,stdcell
g58381,AND2_X1,3,stdcell
g58382,AND2_X1,3,stdcell
g58383,AND2_X1,3,stdcell
g58384,AND2_X1,3,stdcell
g58385,AND2_X1,3,stdcell
g58386,AND2_X1,3,stdcell
g58387,AND2_X1,3,stdcell
g58388,AND2_X1,3,stdcell
g58389,AND2_X1,3,stdcell
g58390,AND2_X1,3,stdcell
g58391,AND2_X1,3,stdcell
g58392,AND2_X1,3,stdcell
g58393,AND2_X1,3,stdcell
g58394,AND2_X1,3,stdcell
g58395,AND2_X1,3,stdcell
g58396,AND2_X1,3,stdcell
g58397,AND2_X1,3,stdcell
g58398,AND2_X1,3,stdcell
g58399,AND2_X1,3,stdcell
g58400,AND2_X1,3,stdcell
g58401,AND2_X1,3,stdcell
g58402,AND2_X1,3,stdcell
g58403,AND2_X1,3,stdcell
g58404,AND2_X1,3,stdcell
g58405,AND2_X1,3,stdcell
g58406,AND2_X1,3,stdcell
g58407,AND2_X1,3,stdcell
g58408,AND2_X1,3,stdcell
g58409,AND2_X1,3,stdcell
g58410,AND2_X1,3,stdcell
g58411,AND2_X1,3,stdcell
g58412,AND2_X1,3,stdcell
g58413,AND2_X1,3,stdcell
g58414,AND2_X1,3,stdcell
g58415,AND2_X1,3,stdcell
g58416,AND2_X1,3,stdcell
g58417,AND2_X1,3,stdcell
g58418,AND2_X1,3,stdcell
g58419,AND2_X1,3,stdcell
g58420,AND2_X1,3,stdcell
g58421,AND2_X1,3,stdcell
g58422,AND2_X1,3,stdcell
g58423,AND2_X1,3,stdcell
g58424,AND2_X1,3,stdcell
g58425,AND2_X1,3,stdcell
g58426,AND2_X1,3,stdcell
g58427,AND2_X1,3,stdcell
g58428,AND2_X1,3,stdcell
g58429,AND2_X1,3,stdcell
g58430,AND2_X1,3,stdcell
g58431,AND2_X1,3,stdcell
g58432,AND2_X1,3,stdcell
g58433,AND2_X1,3,stdcell
g58434,AND2_X1,3,stdcell
g58435,AND2_X1,3,stdcell
g58436,AND2_X1,3,stdcell
g58437,AND2_X1,3,stdcell
g58438,AND2_X1,3,stdcell
g58439,AND2_X1,3,stdcell
g58440,AND2_X1,3,stdcell
g58441,AND2_X1,3,stdcell
g58442,AND2_X1,3,stdcell
g58443,AND2_X1,3,stdcell
g58444,AND2_X1,3,stdcell
g58445,AND2_X1,3,stdcell
g58446,AND2_X1,3,stdcell
g58447,AND2_X1,3,stdcell
g58448,AND2_X1,3,stdcell
g58449,AND2_X1,3,stdcell
g58450,AND2_X1,3,stdcell
g58451,AND2_X1,3,stdcell
g58452,AND2_X1,3,stdcell
g58453,AND2_X1,3,stdcell
g58454,AND2_X1,3,stdcell
g58455,AND2_X1,3,stdcell
g58457,AND2_X1,3,stdcell
g58458,AND2_X1,3,stdcell
g58459,AND2_X1,3,stdcell
g58460,AND2_X1,3,stdcell
g58461,AND2_X1,3,stdcell
g58462,AND2_X1,3,stdcell
g58463,AND2_X1,3,stdcell
g58464,AND2_X1,3,stdcell
g58465,AND2_X1,3,stdcell
g58466,AND2_X1,3,stdcell
g58467,AND2_X1,3,stdcell
g58468,AND2_X1,3,stdcell
g58469,AND2_X1,3,stdcell
g58470,AND2_X1,3,stdcell
g58471,AND2_X1,3,stdcell
g58472,AND2_X1,3,stdcell
g58473,AND2_X1,3,stdcell
g58474,AND2_X1,3,stdcell
g58475,AND2_X1,3,stdcell
g58476,AND2_X1,3,stdcell
g58477,AND2_X1,3,stdcell
g58478,AND2_X1,3,stdcell
g58479,AND2_X1,3,stdcell
g58480,AND2_X1,3,stdcell
g58481,AND2_X1,3,stdcell
g58482,AND2_X1,3,stdcell
g58483,AND2_X1,3,stdcell
g58484,AND2_X1,3,stdcell
g58485,AND2_X1,3,stdcell
g58486,AND2_X1,3,stdcell
g58487,AND2_X1,3,stdcell
g58488,AND2_X1,3,stdcell
g58489,AND2_X1,3,stdcell
g58490,AND2_X1,3,stdcell
g58491,AND2_X1,3,stdcell
g58492,AND2_X1,3,stdcell
g58493,AND2_X1,3,stdcell
g58494,AND2_X1,3,stdcell
g58495,AND2_X1,3,stdcell
g58496,AND2_X1,3,stdcell
g58497,AND2_X1,3,stdcell
g58498,AND2_X1,3,stdcell
g58499,AND2_X1,3,stdcell
g58500,AND2_X1,3,stdcell
g58501,AND2_X1,3,stdcell
g58502,AND2_X1,3,stdcell
g58503,AND2_X1,3,stdcell
g58504,AND2_X1,3,stdcell
g58505,AND2_X1,3,stdcell
g58506,AND2_X1,3,stdcell
g58507,AND2_X1,3,stdcell
g58508,AND2_X1,3,stdcell
g58509,AND2_X1,3,stdcell
g58510,AND2_X1,3,stdcell
g58511,AND2_X1,3,stdcell
g58512,AND2_X1,3,stdcell
g58513,AND2_X1,3,stdcell
g58514,AND2_X1,3,stdcell
g58515,AND2_X1,3,stdcell
g58516,AND2_X1,3,stdcell
