full_name,ref_name,degree,cell_class
g449,NAND2_X1,3,stdcell
g451,NOR2_X1,3,stdcell
g446,NAND2_X1,3,stdcell
g28,NOR2_X1,3,stdcell
g30,INV_X1,2,stdcell
g381,OAI21_X1,4,stdcell
g389,INV_X1,2,stdcell
g390,AND2_X1,3,stdcell
g383,NAND2_X1,3,stdcell
g393,OR2_X1,3,stdcell
g382,OR2_X1,3,stdcell
g391,INV_X1,2,stdcell
g384,INV_X1,2,stdcell
g43,OR2_X1,3,stdcell
g14300,OAI221_X1,6,stdcell
g52,AOI22_X1,5,stdcell
g53,AOI22_X1,5,stdcell
g14309,INV_X1,2,stdcell
g14311,OAI21_X1,4,stdcell
g14313,NOR2_X1,3,stdcell
g14316,INV_X1,2,stdcell
g13897__14318,AND2_X1,3,stdcell
g13705__14322,OAI21_X1,4,stdcell
g14324,NAND2_X1,3,stdcell
g13850__14325,AND2_X1,3,stdcell
g14326,AND2_X1,3,stdcell
g78,OAI221_X1,6,stdcell
g79,INV_X1,2,stdcell
g80,XNOR2_X1,3,stdcell
g14354,OAI221_X1,6,stdcell
g14355,INV_X1,2,stdcell
g14356,XNOR2_X1,3,stdcell
g14357,OAI221_X1,6,stdcell
g14358,INV_X1,2,stdcell
g14359,XNOR2_X1,3,stdcell
g7,NOR2_X1,3,stdcell
fopt14360,INV_X1,2,stdcell
fopt14363,INV_X1,2,stdcell
fopt14366,INV_X1,2,stdcell
g13665__14406,OAI221_X1,6,stdcell
g13802__14407,AOI22_X1,5,stdcell
g13809__14409,AOI22_X1,5,stdcell
g13837__14416,AND4_X1,5,stdcell
g14433,NOR2_X1,3,stdcell
g14435,AOI21_X1,4,stdcell
fopt14439,INV_X1,2,stdcell
g13736__14471,OAI21_X1,4,stdcell
g13716__14472,XNOR2_X1,3,stdcell
g13719__14475,AOI21_X1,4,stdcell
g13707__14476,AOI21_X1,4,stdcell
g14477,OAI221_X4,5,stdcell
g13702__14478,AOI21_X1,4,stdcell
g13714__14479,AOI21_X1,4,stdcell
g13715__14480,AOI21_X1,4,stdcell
g63,NAND2_X1,3,stdcell
g223,AOI21_X1,4,stdcell
g14512,OAI21_X1,4,stdcell
g14513,NOR3_X1,4,stdcell
g225,NAND2_X1,3,stdcell
g227,OR2_X1,3,stdcell
g13827__14526,AND2_X1,3,stdcell
g13648__14529,OAI221_X1,6,stdcell
g14628,AND2_X1,3,stdcell
g3,NAND2_X1,3,stdcell
g13870__14629,AND2_X2,3,stdcell
g13738__14824,OAI21_X1,4,stdcell
g23,AOI21_X1,4,stdcell
g24,INV_X1,2,stdcell
g14935,XNOR2_X1,3,stdcell
g14936,AND2_X1,3,stdcell
g14940,AND2_X1,3,stdcell
g13798__14947,AND2_X1,3,stdcell
g108,XNOR2_X1,3,stdcell
g109,AOI21_X1,4,stdcell
g111,NAND2_X1,3,stdcell
g110,INV_X1,2,stdcell
g14969,OAI211_X1,5,stdcell
g13905__14970,NOR2_X1,3,stdcell
g14980,OAI21_X1,4,stdcell
g15018,OAI211_X1,5,stdcell
g15019,AOI21_X2,4,stdcell
g15020,OAI21_X1,4,stdcell
g13842__15021,NOR2_X1,3,stdcell
g13724__15023,OAI211_X1,5,stdcell
g15038,OAI21_X2,4,stdcell
g15039,NAND2_X1,3,stdcell
g48,AND2_X1,3,stdcell
g15042,INV_X1,2,stdcell
g15043,INV_X1,2,stdcell
g13752__15044,NAND2_X1,3,stdcell
g15045,AND4_X1,5,stdcell
g15048,INV_X1,2,stdcell
g15049,AND2_X1,3,stdcell
g15051,AND2_X1,3,stdcell
g15057,OAI22_X1,5,stdcell
g13902__15058,NAND2_X1,3,stdcell
g96,OAI21_X1,4,stdcell
g98,OR2_X1,3,stdcell
g99,AND2_X1,3,stdcell
g97,NAND2_X1,3,stdcell
g15225,OR2_X1,3,stdcell
g15226,INV_X1,2,stdcell
